GROWING UP (Read: 0),,,,,,,,,,,,GROWING UP,,,,,,
,150,Lives of Girls and Women,Alice ,Munro ,1971,Canada,Novels,Lives of Girls and Women,Alice ,Munro ,,GROWING UP,North America,Canada,,,,
tr,151,The Lover,Marguerite ,Duras ,1985,Vietnam,Novels,The Lover,Marguerite ,Duras ,,GROWING UP,Asia,Vietnam,France,,,
,152,There Never Was a Once Upon a Time,Carmen ,Naranjo ,1989,Costa Rica,Short Stories,There Never Was a Once Upon a Time,Carmen ,Naranjo ,,GROWING UP,South and Central America,Costa Rica,,,,
,153,Tahuri,Ngahuia Te ,Awekotuku ,1989,New Zealand,Short Stories,Tahuri,Ngahuia Te ,Awekotuku ,,GROWING UP,Oceania,New Zealand,,,X,
,154,Sweet Summer: Growing Up With and Without My Dad,Bebe Moore ,Campbell ,1989,U.S.,Autobiographies and Memoirs,Sweet Summer: Growing Up With and Without My Dad,Bebe Moore ,Campbell ,,GROWING UP,North America,U.S.,,X,,
,155,Silent Dancing: A Partial Remembrance of a Puerto Rican Childhood,Judith Ortiz ,Cofer ,1990,Puerto Rico,Autobiographies and Memoirs,Silent Dancing: A Partial Remembrance of a Puerto Rican Childhood,Judith Ortiz ,Cofer ,,GROWING UP,Caribbean,Puerto Rico,,X,,
,156,The Road from Coorain,Jill Ker ,Conway ,1989,Australia,Autobiographies and Memoirs,The Road from Coorain,Jill Ker ,Conway ,,GROWING UP,Oceania,Australia,,,,
,157,Rich in Love,Josephine ,Humphreys ,1987,U.S.,Novels,Rich in Love,Josephine ,Humphreys ,,GROWING UP,North America,U.S.,,,,
,158,Paradise,Elena ,Castedo ,1990,Chile,Novels,Paradise,Elena ,Castedo ,,GROWING UP,South and Central America,Chile,,,,
,159,My Friend Annie,Jane ,Duncan ,1965,Scotland,Novels,My Friend Annie,Jane ,Duncan ,,GROWING UP,Europe,Scotland,,,,
,160,The Member of the Wedding,Carson ,McCullers ,1946,U.S.,Novels,The Member of the Wedding,Carson ,McCullers ,,GROWING UP,North America,U.S.,,,,
,161,Mama Blanca's Memoirs,Teresa ,de la Parra ,1929,Venezuela,Novels,Mama Blanca's Memoirs,Teresa ,de la Parra ,,GROWING UP,South and Central America,Venezuela,,,,
,162,The Lamplighter,Maria Susanna ,Cummins ,1854,U.S.,Novels,The Lamplighter,Maria Susanna ,Cummins ,,GROWING UP,North America,U.S.,,,,
,163,Kristin Lavransdatter,Sigrid ,Undset ,1923,Norway,Novels,Kristin Lavransdatter,Sigrid ,Undset ,,GROWING UP,Europe,Norway,,,,
,164,I Know Why the Caged Bird Sings,Maya ,Angelou ,1969,U.S.,Autobiographies and Memoirs,I Know Why the Caged Bird Sings,Maya ,Angelou ,,GROWING UP,North America,U.S.,,X,,
,165,"Gorilla, My Love",Toni Cade ,Bambara ,1981,U.S.,Short Stories,"Gorilla, My Love",Toni Cade ,Bambara ,,GROWING UP,North America,U.S.,,X,,
,166,The Floating World,Cynthia ,Kadohata ,1989,U.S.,Novels,The Floating World,Cynthia ,Kadohata ,,GROWING UP,North America,U.S.,,X,,
,167,Floating in My Mother's Palm,Ursula ,Hegi ,1990,Germany,Novels,Floating in My Mother's Palm,Ursula ,Hegi ,,GROWING UP,Europe,Germany,,,,
,168,Fifth Chinese Daughter,Jade Snow ,Wong ,1945,U.S.,Autobiographies and Memoirs,Fifth Chinese Daughter,Jade Snow ,Wong ,,GROWING UP,North America,U.S.,,X,,
,169,Ellen Foster,Kaye ,Gibbons ,1988,U.S.,Novels,Ellen Foster,Kaye ,Gibbons ,,GROWING UP,North America,U.S.,,,,
,170,Early Spring,Tove ,Ditlevsen ,1967,Norway,Autobiographies and Memoirs,Early Spring,Tove ,Ditlevsen ,,GROWING UP,Europe,Norway,,,,
,171,Daddy Was a Number Runner,Louise ,Meriwether ,1970,U.S.,Novels,Daddy Was a Number Runner,Louise ,Meriwether ,,GROWING UP,North America,U.S.,,X,,
,172,Cold Sassy Tree,Olive Ann ,Burns ,1984,U.S.,Novels,Cold Sassy Tree,Olive Ann ,Burns ,,GROWING UP,North America,U.S.,,,,
,173,Circle of Friends,Maeve ,Binchy ,1989,Ireland,Novels,Circle of Friends,Maeve ,Binchy ,,GROWING UP,Europe,Ireland,,,,
,174,Childhood,Nathalie ,Sarraute ,1984,France,Autobiographies and Memoirs,Childhood,Nathalie ,Sarraute ,,GROWING UP,Europe,France,,,,
,175,The Changelings,Jo ,Sinclair ,1955,U.S.,Novels,The Changelings,Jo ,Sinclair ,,GROWING UP,North America,U.S.,,,X,Ruth Seid
,176,Allegra Maud Goldman,Edith ,Konecky ,1976,U.S.,Novels,Allegra Maud Goldman,Edith ,Konecky ,,GROWING UP,North America,U.S.,,,,
HERITAGE (Read: 0),,,,,,,,,,,,HERITAGE,,,,,,
,177,This Bridge Called My Back: Writings by Radical Women of Color,Cherríe ,Moraga,1979,U.S.,Essays,This Bridge Called My Back: Writings by Radical Women of Color,Cherríe ,Moraga,Gloria Anzaldúa,HERITAGE,North America,U.S.,,X,X,
,178,Nervous Conditions,Tsitsi ,Dangarembga ,1988,Zimbabwe,Novels,Nervous Conditions,Tsitsi ,Dangarembga ,,HERITAGE,Africa,Zimbabwe,,,,
,179,Obasan,Joy ,Kogawa ,1981,Canada,Novels,Obasan,Joy ,Kogawa ,,HERITAGE,North America,Canada,,,,
,180,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,Maxine Hong ,Kingston ,1975,U.S.,Autobiographies and Memoirs,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,Maxine Hong ,Kingston ,,HERITAGE,North America,U.S.,,X,,
,181,Tracks,Louise ,Erdrich ,1988,U.S.,Novels,Tracks,Louise ,Erdrich ,,HERITAGE,North America,U.S.,,X,,
,182,Talking Indian: Reflections on Survival and Writing,Anna Lee ,Walters ,1992,U.S.,Essays,Talking Indian: Reflections on Survival and Writing,Anna Lee ,Walters ,,HERITAGE,North America,U.S.,,X,,
,183,Spring Moon,Bette Bao ,Lord ,1981,China,Novels,Spring Moon,Bette Bao ,Lord ,,HERITAGE,Asia,China,U.S.,,,
,184,The Seventh Garment,Eugenia ,Fakinou ,1983,Greece,Novels,The Seventh Garment,Eugenia ,Fakinou ,,HERITAGE,Europe,Greece,,,,
,185,The Roots of Ticasuk: An Eskimo Woman's Family Story,,Ticasuk ,1974,U.S.,Autobiographies and Memoirs,The Roots of Ticasuk: An Eskimo Woman's Family Story,,Ticasuk ,,HERITAGE,North America,U.S.,,X,,Emily Ivanoff Brown
,186,Proud Shoes: The Story of an American Family,Pauli ,Murray ,1956,U.S.,Nonfiction,Proud Shoes: The Story of an American Family,Pauli ,Murray ,,HERITAGE,North America,U.S.,,X,,
,187,Praisesong for the Widow,Paule ,Marshall ,1983,Carribean (general),Novels,Praisesong for the Widow,Paule ,Marshall ,,HERITAGE,Caribbean,Carribean (general),U.S.,X,,
,188,Once Upon an Eskimo Time,Edna ,Wilder ,1987,U.S.,Biographies,Once Upon an Eskimo Time,Edna ,Wilder ,,HERITAGE,North America,U.S.,,X,,
,189,My Place,Sally ,Morgan ,1983,Australia,Autobiographies and Memoirs,My Place,Sally ,Morgan ,,HERITAGE,Oceania,Australia,,,,
,190,"Moses, Man of the Mountain",Zora Neale ,Hurston ,1939,U.S.,Novels,"Moses, Man of the Mountain",Zora Neale ,Hurston ,,HERITAGE,North America,U.S.,,X,,
,191,Loving in the War Years,Cherríe ,Moraga ,1983,U.S.,Nonfiction,Loving in the War Years,Cherríe ,Moraga ,,HERITAGE,North America,U.S.,,X,X,
,192,The Keepers of the House,Shirley Ann ,Grau ,1964,U.S.,Novels,The Keepers of the House,Shirley Ann ,Grau ,,HERITAGE,North America,U.S.,,,,
tr,193,How the García Girls Lost Their Accents,Julia ,Álvarez ,1991,U.S.,Novels,How the García Girls Lost Their Accents,Julia ,Álvarez ,,HERITAGE,North America,U.S.,,X,,
,194,Ganado Red: A Novella and Stories,Susan ,Lowell ,1988,U.S.,Short Stories,Ganado Red: A Novella and Stories,Susan ,Lowell ,,HERITAGE,North America,U.S.,,,,
,195,The Fountain Overflows,Rebecca ,West ,1956,England,Novels,The Fountain Overflows,Rebecca ,West ,,HERITAGE,Europe,England,,,,
,196,Efuru,Flora ,Nwapa ,1966,Nigeria,Novels,Efuru,Flora ,Nwapa ,,HERITAGE,Africa,Nigeria,,,,
,197,The Dust Roads of Monferrato,Rosetta ,Loy ,1987,Italy,Novels,The Dust Roads of Monferrato,Rosetta ,Loy ,,HERITAGE,Europe,Italy,,,,
,198,Dear Departed,Marguerite ,Yourcenar ,1974,France,Biographies,Dear Departed,Marguerite ,Yourcenar ,,HERITAGE,Europe,France,,,,
,199,Confessions of Lady Nijō,Lady ,Nijō ,1300,Japan,"Diaries, Journals, and Letters",Confessions of Lady Nijō,Lady ,Nijō ,,HERITAGE,Asia,Japan,,,,
,200,Burger's Daughter,Nadine ,Gordimer ,1979,South Africa,Novels,Burger's Daughter,Nadine ,Gordimer ,,HERITAGE,Africa,South Africa,,,,
,201,Bread Givers,Anzia ,Yezierska ,1925,U.S.,Novels,Bread Givers,Anzia ,Yezierska ,,HERITAGE,North America,U.S.,,,,
,202,The Book of Ruth,Jane ,Hamilton ,1988,U.S.,Novels,The Book of Ruth,Jane ,Hamilton ,,HERITAGE,North America,U.S.,,,,
,203,The Book of the City of Ladies,Christine ,de Pizan ,1405,France,Nonfiction,The Book of the City of Ladies,Christine ,de Pizan ,,HERITAGE,Europe,France,,,,
,204,Alicia: My Story,Alicia,Appleman-Jurman ,1988,Poland,Autobiographies and Memoirs,Alicia: My Story,Alicia,Appleman-Jurman ,,HERITAGE,Europe,Poland,,,,
IDENTITY (Read: 1),,,,,,,,,,,,IDENTITY,,,,,,
r,205,Jane Eyre,Charlotte ,Brontë ,1847,England,Novels,Jane Eyre,Charlotte ,Brontë ,,IDENTITY,Europe,England,,,,
,206,The Shawl,Cynthia ,Ozick ,1989,U.S.,Short Stories,The Shawl,Cynthia ,Ozick ,,IDENTITY,North America,U.S.,,,,
,207,The Worry Girl,Andrea Freud ,Loewenstein ,1992,U.S.,Novels,The Worry Girl,Andrea Freud ,Loewenstein ,,IDENTITY,North America,U.S.,,,X,
,208,The Well of Loneliness,Radclyffe ,Hall ,1928,England,Novels,The Well of Loneliness,Radclyffe ,Hall ,,IDENTITY,Europe,England,,,X,
,209,Weeds,Edith Summers ,Kelley ,1923,U.S.,Novels,Weeds,Edith Summers ,Kelley ,,IDENTITY,North America,U.S.,,,,
,210,Talking to High Monks in the Snow,Lydia ,Minatoya ,1992,Asia (general),Autobiographies and Memoirs,Talking to High Monks in the Snow,Lydia ,Minatoya ,,IDENTITY,Asia,Asia (general),U.S.,X,,
,211,The Street,Ann ,Petry ,1946,U.S.,Novels,The Street,Ann ,Petry ,,IDENTITY,North America,U.S.,,X,,
,212,Solitude,Víctor ,Català ,1905,Spain,Novels,Solitude,Víctor ,Català ,,IDENTITY,Europe,Spain,,,,Caterina Albert i Paradís
,213,Rebellion: Essays 1980-1991,Minnie Bruce ,Pratt ,1980,U.S.,Essays,Rebellion: Essays 1980-1991,Minnie Bruce ,Pratt ,,IDENTITY,North America,U.S.,,,X,
,214,The Pegnitz Junction,Mavis ,Gallant ,1984,France,Short Stories,The Pegnitz Junction,Mavis ,Gallant ,,IDENTITY,Europe,France,Canada,,,
,215,The Odd Woman,Gail ,Godwin ,1974,U.S.,Novels,The Odd Woman,Gail ,Godwin ,,IDENTITY,North America,U.S.,,,,
,216,Nampally Road,Meena ,Alexander ,1991,India,Novels,Nampally Road,Meena ,Alexander ,,IDENTITY,Asia,India,,,,
,217,Margins,Terri,de la Peña ,1992,U.S.,Novels,Margins,Terri,de la Peña ,,IDENTITY,North America,U.S.,,X,X,
,218,Lover's Choice,Becky ,Birtha ,1987,U.S.,Short Stories,Lover's Choice,Becky ,Birtha ,,IDENTITY,North America,U.S.,,X,X,
,219,Jerusalem Plays Hide and Seek,Ariella ,Deem ,1976,Israel,Novels,Jerusalem Plays Hide and Seek,Ariella ,Deem ,,IDENTITY,Middle East,Israel,,,,
,220,The Jailing of Cecelia Capture,Janet Campbell ,Hale ,1985,U.S.,Novels,The Jailing of Cecelia Capture,Janet Campbell ,Hale ,,IDENTITY,North America,U.S.,,X,,
,221,HERmione,,H. D. ,1928,U.S.,Novels,HERmione,,H. D. ,,IDENTITY,North America,U.S.,,,X,Hilda Doolittle
,222,Fiela's Child,Dalene ,Matthee ,1986,South Africa,Novels,Fiela's Child,Dalene ,Matthee ,,IDENTITY,Africa,South Africa,,,,
,223,The False Years,Josefina ,Vicens ,1982,Mexico,Novels,The False Years,Josefina ,Vicens ,,IDENTITY,North America,Mexico,,,,
tr,224,Emma,Jane ,Austen ,1816,England,Novels,Emma,Jane ,Austen ,,IDENTITY,Europe,England,,,,
,225,"Dora, Doralina",Rachel ,de Queiroz ,1975,Brazil,Novels,"Dora, Doralina",Rachel ,de Queiroz ,,IDENTITY,South and Central America,Brazil,,,,
,226,Disappearing Moon Cafe,Sky ,Lee ,1990,Canada,Novels,Disappearing Moon Cafe,Sky ,Lee ,,IDENTITY,North America,Canada,,,,
,227,Corregidora,Gayl ,Jones ,1975,U.S.,Novels,Corregidora,Gayl ,Jones ,,IDENTITY,North America,U.S.,,X,,
,228,Breakthrough,Mercedes ,Valdivieso ,1961,Chile,Novels,Breakthrough,Mercedes ,Valdivieso ,,IDENTITY,South and Central America,Chile,,,,
,229,Black Ice,Lorene ,Cary ,1991,U.S.,Autobiographies and Memoirs,Black Ice,Lorene ,Cary ,,IDENTITY,North America,U.S.,,X,,
IMAGINED WORLDS (Read: 2),,,,,,,,,,,,IMAGINED WORLDS,,,,,,
,230,The Mists of Avalon,Marion Zimmer ,Bradley ,1983,England,Novels,The Mists of Avalon,Marion Zimmer ,Bradley ,,IMAGINED WORLDS,Europe,England,U.S.,,,
,231,The Löwensköld Ring,Selma ,Lagerlöf ,1925,Sweden,Novels,The Löwensköld Ring,Selma ,Lagerlöf ,,IMAGINED WORLDS,Europe,Sweden,,,,
,232,The Iguana,Anna Maria ,Ortese ,1965,Italy,Novels,The Iguana,Anna Maria ,Ortese ,,IMAGINED WORLDS,Europe,Italy,,,,
tr,233,The House of the Spirits,Isabel ,Allende ,1982,Chile,Novels,The House of the Spirits,Isabel ,Allende ,,IMAGINED WORLDS,South and Central America,Chile,,,,
r,234,Kindred,Octavia ,Butler ,1979,U.S.,Novels,Kindred,Octavia ,Butler ,,IMAGINED WORLDS,North America,U.S.,,X,,
,235,Woman on the Edge of Time,Marge ,Piercy ,1976,U.S.,Novels,Woman on the Edge of Time,Marge ,Piercy ,,IMAGINED WORLDS,North America,U.S.,,X,,
,236,The Wall,Marlen ,Haushofer ,1962,Austria,Novels,The Wall,Marlen ,Haushofer ,,IMAGINED WORLDS,Europe,Austria,,,,
,237,Through the Arc of the Rain Forest,Karen Tei ,Yamashita ,1990,Brazil,Novels,Through the Arc of the Rain Forest,Karen Tei ,Yamashita ,,IMAGINED WORLDS,South and Central America,Brazil,,,,
,238,The Ship of Fools,Cristina Peri ,Rossi ,1984,Uruguay,Novels,The Ship of Fools,Cristina Peri ,Rossi ,,IMAGINED WORLDS,South and Central America,Uruguay,,,,
,239,Saints and Strangers,Angela ,Carter ,1985,England,Short Stories,Saints and Strangers,Angela ,Carter ,,IMAGINED WORLDS,Europe,England,,,,
,240,The Painted Alphabet,Diana ,Darling ,1992,Indonesia,Novels,The Painted Alphabet,Diana ,Darling ,,IMAGINED WORLDS,Asia,Indonesia,U.S.,,,
,241,Out of Time,Paula ,Martinac ,1990,U.S.,Novels,Out of Time,Paula ,Martinac ,,IMAGINED WORLDS,North America,U.S.,,,X,
,242,New Islands and Other Stories,María Luisa ,Bombal ,1940,Chile,Short Stories,New Islands and Other Stories,María Luisa ,Bombal ,,IMAGINED WORLDS,South and Central America,Chile,,,,
,243,Mrs. Vargas and the Dead Naturalist,Kathleen ,Alcalá ,1992,U.S.,Short Stories,Mrs. Vargas and the Dead Naturalist,Kathleen ,Alcalá ,,IMAGINED WORLDS,North America,U.S.,,X,,
,244,The Maid of the North: Feminist Folk Tales from Around the World,Ethel Johnston ,Phelps ,1981,U.S.,Short Stories,The Maid of the North: Feminist Folk Tales from Around the World,Ethel Johnston ,Phelps ,,IMAGINED WORLDS,North America,U.S.,,,,
,245,"I, Tituba, Black Witch of Salem",Maryse ,Condé ,1986,Barbados,Novels,"I, Tituba, Black Witch of Salem",Maryse ,Condé ,,IMAGINED WORLDS,Caribbean,Barbados,,X,,
r,246,Frankenstein,Mary Wollstonecraft ,Shelley ,1817,Switzerland,Novels,Frankenstein,Mary Wollstonecraft ,Shelley ,,IMAGINED WORLDS,Europe,Switzerland,England,,,
,247,Family Album,Claribel ,Alegría ,1966,Spain,Novels,Family Album,Claribel ,Alegría ,,IMAGINED WORLDS,Europe,Spain,El Salvador,,,
,248,Eve's Tattoo,Emily ,Prager ,1991,Germany,Novels,Eve's Tattoo,Emily ,Prager ,,IMAGINED WORLDS,Europe,Germany,U.S.,,,
,249,A Bag of Stories,Edla ,Steen ,1991,Brazil,Short Stories,A Bag of Stories,Edla ,Steen ,,IMAGINED WORLDS,South and Central America,Brazil,,,,
,250,The Amber Gods and Other Stories,Harriet Prescott ,Spofford ,1863,U.S.,Short Stories,The Amber Gods and Other Stories,Harriet Prescott ,Spofford ,,IMAGINED WORLDS,North America,U.S.,,,,
MOTHERS AND MOTHERING (Read: 1),,,,,,,,,,,,MOTHERS AND MOTHERING,,,,,,
,251,The Fifth Child,Doris ,Lessing ,1988,England,Novels,The Fifth Child,Doris ,Lessing ,,MOTHERS AND MOTHERING,Europe,England,,,,
tr,252,Wild Swans,Jung ,Chang ,1991,China,Autobiographies and Memoirs,Wild Swans,Jung ,Chang ,,MOTHERS AND MOTHERING,Asia,China,,,,
,253,The Bridge of Beyond,Simone ,Schwarz-Bart ,1972,Guadeloupe,Novels,The Bridge of Beyond,Simone ,Schwarz-Bart ,,MOTHERS AND MOTHERING,Caribbean,Guadeloupe,,,,
,254,The Woman Who Was Not All There,Paula ,Sharp ,1988,U.S.,Novels,The Woman Who Was Not All There,Paula ,Sharp ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,255,"Why Not Me? The Story of Gladys Milton, Midwife",Wendy ,Bovard,1993,U.S.,Interviews and Oral History,"Why Not Me? The Story of Gladys Milton, Midwife",Wendy ,Bovard,Gladys Milton,MOTHERS AND MOTHERING,North America,U.S.,,X,,
,256,Virginia,Ellen ,Glasgow ,1913,U.S.,Novels,Virginia,Ellen ,Glasgow ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,257,Riding in Cars with Boys,Beverly ,Donofrio ,1990,U.S.,Autobiographies and Memoirs,Riding in Cars with Boys,Beverly ,Donofrio ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,258,Pride of Family,Carole ,Ione ,1991,U.S.,Autobiographies and Memoirs,Pride of Family,Carole ,Ione ,,MOTHERS AND MOTHERING,North America,U.S.,,X,,
,259,Praxis,Fay ,Weldon ,1978,England,Novels,Praxis,Fay ,Weldon ,,MOTHERS AND MOTHERING,Europe,England,,,,
,260,The Other Mother,Carol ,Schaefer ,1991,U.S.,Autobiographies and Memoirs,The Other Mother,Carol ,Schaefer ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,261,Of Woman Born: Motherhood as Experience and Institution,Adrienne ,Rich ,1976,U.S.,Nonfiction,Of Woman Born: Motherhood as Experience and Institution,Adrienne ,Rich ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,262,A Mom's Life,Kathryn ,Grody ,1991,U.S.,Nonfiction,A Mom's Life,Kathryn ,Grody ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,263,Mary O'Grady,Mary ,Lavin ,1950,Ireland,Novels,Mary O'Grady,Mary ,Lavin ,,MOTHERS AND MOTHERING,Europe,Ireland,,,,
r,264,The Kitchen God's Wife,Amy ,Tan ,1991,China,Novels,The Kitchen God's Wife,Amy ,Tan ,,MOTHERS AND MOTHERING,Asia,China,U.S.,X,,
,265,In My Mother's House,Kim ,Chernin ,1983,U.S.,Biographies,In My Mother's House,Kim ,Chernin ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,266,I Been in Sorrow's Kitchen and Licked Out All the Pots,Susan ,Straight ,1992,U.S.,Novels,I Been in Sorrow's Kitchen and Licked Out All the Pots,Susan ,Straight ,,MOTHERS AND MOTHERING,North America,U.S.,,X,,
,267,Fierce Attachments,Vivian ,Gornick ,1987,U.S.,Autobiographies and Memoirs,Fierce Attachments,Vivian ,Gornick ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,268,Child of Her People,Anne ,Cameron ,1987,Canada,Novels,Child of Her People,Anne ,Cameron ,,MOTHERS AND MOTHERING,North America,Canada,,,,
,269,Child of Fortune,Yúko ,Tsushima ,1978,Japan,Novels,Child of Fortune,Yúko ,Tsushima ,,MOTHERS AND MOTHERING,Asia,Japan,,,,
,270,The Big Mama Stories,Shay ,Youngblood ,1989,U.S.,Short Stories,The Big Mama Stories,Shay ,Youngblood ,,MOTHERS AND MOTHERING,North America,U.S.,,X,,
,271,The Bean Trees,Barbara ,Kingsolver ,1988,U.S.,Novels,The Bean Trees,Barbara ,Kingsolver ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
,272,Anywhere But Here,Mona ,Simpson ,1986,U.S.,Novels,Anywhere But Here,Mona ,Simpson ,,MOTHERS AND MOTHERING,North America,U.S.,,,,
OBSERVATIONS (Read: 2),,,,,,,,,,,,OBSERVATIONS,,,,,,
,273,Distant View of a Minaret,Alifa ,Rifaat ,1983,Egypt,Short Stories,Distant View of a Minaret,Alifa ,Rifaat ,,OBSERVATIONS,Middle East,Egypt,,,,
,274,Pilgrim at Tinker Creek,Annie ,Dillard ,1974,U.S.,Nonfiction,Pilgrim at Tinker Creek,Annie ,Dillard ,,OBSERVATIONS,North America,U.S.,,,,
,275,The Time of the Doves,Mercè ,Rodoreda ,1962,Spain,Novels,The Time of the Doves,Mercè ,Rodoreda ,,OBSERVATIONS,Europe,Spain,,,,
,276,The World and the Bo Tree,Helen ,Bevington ,1991,U.S.,Autobiographies and Memoirs,The World and the Bo Tree,Helen ,Bevington ,,OBSERVATIONS,North America,U.S.,,,,
,277,Women of Sand and Myrrh,Hanan ,al-Shaykh ,1988,Lebanon,Novels,Women of Sand and Myrrh,Hanan ,al-Shaykh ,,OBSERVATIONS,Middle East,Lebanon,,,,
,278,Various Miracles,Carol ,Shields ,1985,Canada,Short Stories,Various Miracles,Carol ,Shields ,,OBSERVATIONS,North America,Canada,,,,
,279,The Portable Dorothy Parker,Dorothy ,Parker ,1944,U.S.,Short Stories,The Portable Dorothy Parker,Dorothy ,Parker ,,OBSERVATIONS,North America,U.S.,,,,
,280,The Nocturnal Naturalist,Cathy ,Johnson ,1989,U.S.,"Diaries, Journals, and Letters",The Nocturnal Naturalist,Cathy ,Johnson ,,OBSERVATIONS,North America,U.S.,,,,
r,281,Murder on the Orient Express,Agatha ,Christie ,1934,Europe (general),Novels,Murder on the Orient Express,Agatha ,Christie ,,OBSERVATIONS,Europe,Europe (general),England,,,
,282,May You Be the Mother of a Hundred Sons: A Journey Among the Women of India,Elisabeth ,Bumiller ,1990,India,Nonfiction,May You Be the Mother of a Hundred Sons: A Journey Among the Women of India,Elisabeth ,Bumiller ,,OBSERVATIONS,Asia,India,U.S.,,,
,283,The Little Virtues,Natalia ,Ginzburg ,1962,Italy,Essays,The Little Virtues,Natalia ,Ginzburg ,,OBSERVATIONS,Europe,Italy,,,,
,284,The Little Hotel,Christina ,Stead ,1973,Switzerland,Novels,The Little Hotel,Christina ,Stead ,,OBSERVATIONS,Europe,Switzerland,,,,
,285,Guests of the Sheik: An Ethnography of an Iraqi Village,Elizabeth Warnock ,Fernea ,1965,Iraq,Autobiographies and Memoirs,Guests of the Sheik: An Ethnography of an Iraqi Village,Elizabeth Warnock ,Fernea ,,OBSERVATIONS,Middle East,Iraq,U.S.,,,
r,286,A Good Man Is Hard to Find,Flannery ,O'Connor ,1948,U.S.,Short Stories,A Good Man Is Hard to Find,Flannery ,O'Connor ,,OBSERVATIONS,North America,U.S.,,,,
,287,Flowering Judas,Katherine Anne ,Porter ,1930,Mexico,Short Stories,Flowering Judas,Katherine Anne ,Porter ,,OBSERVATIONS,North America,Mexico,U.S.,X,,
,288,Fifty Russian Winters,Margaret ,Wettlin ,1992,Russia,Autobiographies and Memoirs,Fifty Russian Winters,Margaret ,Wettlin ,,OBSERVATIONS,Europe,Russia,,,,
,289,Excellent Women,Barbara ,Pym ,1952,England,Novels,Excellent Women,Barbara ,Pym ,,OBSERVATIONS,Europe,England,,,,
,290,A Distant Mirror: The Calamitous 14th Century,Barbara W. ,Tuchman ,1978,Europe (general),Nonfiction,A Distant Mirror: The Calamitous 14th Century,Barbara W. ,Tuchman ,,OBSERVATIONS,Europe,Europe (general),U.S.,,,
,291,A Country Year: Living the Questions,Sue ,Hubbell ,1986,U.S.,"Diaries, Journals, and Letters",A Country Year: Living the Questions,Sue ,Hubbell ,,OBSERVATIONS,North America,U.S.,,,,
,292,Cora Sandel: Selected Short Stories,Cora ,Sandel ,1960,Norway,Short Stories,Cora Sandel: Selected Short Stories,Cora ,Sandel ,,OBSERVATIONS,Europe,Norway,,,,
,293,"Behind the Scenes, or, Thirty Years a Slave and Four Years in the White House",Elizabeth ,Keckley ,1868,U.S.,Autobiographies and Memoirs,"Behind the Scenes, or, Thirty Years a Slave and Four Years in the White House",Elizabeth ,Keckley ,,OBSERVATIONS,North America,U.S.,,X,,
,294,And the Bridge Is Love: Life Stories,Faye ,Moskowitz ,1991,U.S.,Essays,And the Bridge Is Love: Life Stories,Faye ,Moskowitz ,,OBSERVATIONS,North America,U.S.,,,,
,295,After Henry,Joan ,Didion ,1992,U.S.,Essays,After Henry,Joan ,Didion ,,OBSERVATIONS,North America,U.S.,,,,
PIONEERS AND SEEKERS (Read: 0),,,,,,,,,,,,PIONEERS AND SEEKERS,,,,,,
,296,Wonderful Adventures of Mrs. Seacole in Many Lands,Mary ,Seacole ,1857,Jamaica,Autobiographies and Memoirs,Wonderful Adventures of Mrs. Seacole in Many Lands,Mary ,Seacole ,,PIONEERS AND SEEKERS,Caribbean,Jamaica,,,,
,297,Women in the Resistance,Margaret L. ,Rossiter ,1986,France,Nonfiction,Women in the Resistance,Margaret L. ,Rossiter ,,PIONEERS AND SEEKERS,Europe,France,U.S.,,,
,298,Women's Diaries of the Westward Journey,Lillian ,Schlissel ,1982,U.S.,Nonfiction,Women's Diaries of the Westward Journey,Lillian ,Schlissel ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,299,West with the Night,Beryl ,Markham ,1942,Kenya,Autobiographies and Memoirs,West with the Night,Beryl ,Markham ,,PIONEERS AND SEEKERS,Africa,Kenya,,,,
,300,Two in the Far North,Margaret ,Murie ,1962,U.S.,Autobiographies and Memoirs,Two in the Far North,Margaret ,Murie ,,PIONEERS AND SEEKERS,North America,U.S.,,,,
,301,Tracks,Robyn ,Davidson ,1982,Australia,Nonfiction,Tracks,Robyn ,Davidson ,,PIONEERS AND SEEKERS,Oceania,Australia,,,,
,302,Spiritual Narratives,Sue E. ,Houchins ,1835,U.S.,Nonfiction,Spiritual Narratives,Sue E. ,Houchins ,,PIONEERS AND SEEKERS,North America,U.S.,,X,,
,303,Quiet Odyssey: A Pioneer Korean Woman in America,Mary Paik ,Lee ,1990,U.S.,Autobiographies and Memoirs,Quiet Odyssey: A Pioneer Korean Woman in America,Mary Paik ,Lee ,,PIONEERS AND SEEKERS,North America,U.S.,,X,,
